,ID,Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Year Since Renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
11428,2555900030,320000.0,3,1.0,1520.0,8870.0,1.5,0,7,1520.0,0,67,47.7638,-122.317,1520.0,7800,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11429,8662500350,282000.0,4,2.0,1890.0,6302.0,2.0,0,7,1890.0,0,21,47.3846,-122.205,1690.0,5369,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11430,7856601040,745000.0,4,1.75,1990.0,8900.0,1.0,0,8,1990.0,0,46,47.5639,-122.149,2620.0,8925,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11431,109200390,245000.0,3,1.75,1480.0,3900.0,1.0,0,7,1480.0,0,38,47.2977,-122.367,1830.0,6956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11432,109200390,250000.0,3,1.75,1480.0,3900.0,1.0,0,7,1480.0,0,38,47.2977,-122.367,1830.0,6956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11433,6870300060,470000.0,3,2.5,2120.0,2374.0,2.0,0,8,1770.0,350,13,47.674,-122.142,2480.0,3043,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11434,2734100732,216650.0,3,3.5,1480.0,1077.0,2.0,0,7,1300.0,180,11,47.5421,-122.322,1140.0,2003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11435,7201900370,440000.0,3,1.0,1250.0,8412.0,1.0,0,7,1250.0,0,43,47.7012,-122.131,1840.0,8976,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11436,3904960700,590000.0,4,2.5,2010.0,7972.0,2.0,0,8,2010.0,0,29,47.5782,-122.018,2100.0,8511,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11437,2225059240,935000.0,5,2.5,3150.0,35283.0,1.0,0,10,1800.0,1350,43,47.6368,-122.157,3280.0,35283,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11438,4397650160,848000.0,3,3.5,3010.0,5717.0,2.0,0,10,3010.0,0,18,47.5943,-122.15,2780.0,5138,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11439,3629860060,827500.0,5,4.25,3920.0,5823.0,2.0,0,9,3000.0,920,18,47.5492,-122.008,3000.0,5297,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11440,4083305085,1129575.0,6,3.0,2880.0,3192.0,2.0,0,8,2180.0,700,99,47.6506,-122.332,1870.0,4533,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11441,518500700,630000.0,2,2.25,2550.0,5663.0,1.0,0,10,1720.0,830,7,47.5304,-122.202,2560.0,3828,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11442,3580900260,340000.0,5,1.0,1120.0,9022.0,1.5,0,7,1120.0,0,56,47.7296,-122.24,1310.0,7500,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11443,1974300060,570000.0,4,2.75,3140.0,10918.0,1.0,0,8,1900.0,1240,50,47.7086,-122.243,3170.0,10918,31,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11444,624069035,1129575.0,4,4.0,4130.0,5575.0,2.0,4,10,2860.0,1270,25,47.5968,-122.083,2980.0,5575,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
11445,5152980070,514500.0,4,2.5,2990.0,9614.0,1.0,2,9,1740.0,1250,42,47.3424,-122.329,3370.0,12085,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11446,2624039114,360000.0,2,1.0,1120.0,12625.0,1.0,3,7,1120.0,0,78,47.5397,-122.385,1880.0,6828,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11447,4337000200,228900.0,4,1.5,1570.0,8775.0,1.0,0,7,1570.0,0,75,47.4789,-122.335,980.0,8775,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11448,7203100550,660000.0,3,2.75,2210.0,4000.0,2.0,0,8,2210.0,0,10,47.6954,-122.017,2230.0,4674,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11449,2782100260,647000.0,4,2.5,2390.0,5800.0,2.0,0,9,2390.0,0,18,47.5965,-122.038,2590.0,6507,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11450,1737320060,366000.0,3,1.75,1520.0,8625.0,1.0,0,8,1520.0,0,42,47.7687,-122.223,2080.0,9200,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11451,7972604001,354000.0,5,1.75,1830.0,7986.0,1.0,0,7,1060.0,770,56,47.5208,-122.35,1410.0,7260,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11452,2719100240,850000.0,4,3.5,2640.0,5900.0,2.0,2,8,2640.0,0,81,47.5421,-122.383,1700.0,5900,19,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11453,3904990570,496700.0,3,2.5,1740.0,5782.0,2.0,0,8,1740.0,0,29,47.5783,-122.001,2080.0,5782,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11454,7399000350,300000.0,3,2.0,1550.0,8300.0,1.0,0,8,1550.0,0,53,47.4654,-122.195,1860.0,8000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11455,6400700189,390000.0,3,1.0,1040.0,8075.0,1.0,0,7,1040.0,0,57,47.6701,-122.176,1450.0,8075,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11456,4305200070,350000.0,3,2.25,1640.0,7200.0,2.0,0,8,1640.0,0,33,47.5948,-122.153,1830.0,8372,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11457,4305200070,561000.0,3,2.25,1640.0,7200.0,2.0,0,8,1640.0,0,33,47.5948,-122.153,1830.0,8372,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11458,2201500240,475000.0,3,1.75,1260.0,10065.0,1.0,0,7,1260.0,0,64,47.5727,-122.138,1320.0,10278,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11459,3277800729,275000.0,3,1.5,1170.0,1174.0,2.0,0,7,840.0,330,11,47.5459,-122.376,1170.0,2537,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11460,2525310320,290000.0,3,1.75,1590.0,13500.0,1.0,0,7,1090.0,500,38,47.3621,-122.031,1540.0,10375,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11461,2215901840,199000.0,3,2.5,1750.0,6725.0,1.0,0,7,1330.0,420,25,47.352,-122.058,1670.0,7744,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11462,1796700160,279900.0,4,2.5,1770.0,4338.0,2.0,0,7,1770.0,0,17,47.3672,-122.099,1770.0,6606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11463,4218400671,1129575.0,4,2.25,3530.0,5500.0,2.0,0,8,2860.0,670,78,47.6618,-122.273,2840.0,5500,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11464,6415100350,405000.0,3,2.5,2160.0,10200.0,1.0,0,7,1360.0,800,40,47.7295,-122.331,2010.0,7850,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11465,7504020400,615000.0,4,2.25,2360.0,15860.0,1.0,0,9,2360.0,0,41,47.6307,-122.051,2650.0,11798,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11466,8732190070,268000.0,3,1.75,1980.0,12543.0,1.0,0,8,1180.0,800,40,47.3104,-122.394,2090.0,8539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11467,2826049200,451000.0,4,1.5,1620.0,5444.0,1.5,0,8,1620.0,0,63,47.7065,-122.297,1620.0,6912,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11468,8682292190,850000.0,2,2.75,2700.0,9854.0,1.0,0,9,2700.0,0,6,47.7187,-122.024,1440.0,4168,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11469,2524049250,1129575.0,5,2.25,3270.0,16553.0,2.0,2,9,2470.0,800,50,47.5428,-122.236,3690.0,17916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11470,7972603385,245000.0,2,1.0,870.0,6150.0,1.0,0,6,870.0,0,77,47.5256,-122.347,1120.0,6150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11471,4454800060,450000.0,2,1.75,840.0,3340.0,1.0,0,6,700.0,140,106,47.6692,-122.359,1700.0,3980,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11472,8910500226,370350.0,3,3.5,1340.0,1168.0,2.0,2,8,1080.0,260,16,47.71100000000001,-122.356,1650.0,1378,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11473,1972202505,543000.0,3,2.5,1540.0,1256.0,3.0,0,8,1540.0,0,14,47.6498,-122.346,1500.0,1350,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11474,6303400520,265000.0,2,2.0,1650.0,8975.0,1.0,0,6,1650.0,0,76,47.5073,-122.36,1260.0,8668,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11475,7852020340,497000.0,3,2.5,2630.0,4611.0,2.0,0,8,2630.0,0,17,47.5322,-121.868,2220.0,5250,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11476,3824100041,419000.0,4,2.25,1880.0,9727.0,1.0,0,7,1100.0,780,39,47.7731,-122.257,1790.0,10274,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11477,3904990260,545800.0,4,2.5,1980.0,4500.0,2.0,0,8,1980.0,0,29,47.57899999999999,-122.001,1770.0,4595,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11478,204000140,403000.0,3,1.0,1500.0,10730.0,1.0,0,7,1000.0,500,41,47.6385,-121.966,1570.0,12210,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11479,6083000071,195000.0,3,2.0,1230.0,8235.0,1.5,0,6,1230.0,0,59,47.4853,-122.304,1080.0,10281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11480,6819100111,1129575.0,4,2.5,2520.0,2600.0,2.0,0,8,1670.0,850,93,47.6434,-122.358,2290.0,3600,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11481,7806210400,255000.0,5,1.75,1970.0,8925.0,1.0,0,7,1170.0,800,41,47.2925,-122.196,1910.0,8025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11482,4375700055,500000.0,2,1.5,1520.0,8040.0,1.0,0,7,1520.0,0,67,47.7131,-122.306,1440.0,8040,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11483,207500012,855000.0,4,2.75,2600.0,5390.0,1.0,0,8,1300.0,1300,58,47.6382,-122.397,2550.0,5600,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11484,2731600045,390000.0,4,2.0,2290.0,9200.0,1.5,0,7,2290.0,0,98,47.4678,-122.363,2140.0,9200,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11485,1953400570,339000.0,3,2.0,1979.0,8470.0,1.0,2,7,1329.0,650,62,47.3912,-122.301,1650.0,8591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11486,2883200139,1129575.0,4,3.5,2170.0,3672.0,2.0,0,9,2170.0,0,113,47.6828,-122.329,1950.0,3450,27,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
11487,3345100251,429900.0,4,1.5,1820.0,17918.0,1.0,0,8,1190.0,630,56,47.521,-122.179,1890.0,15241,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11488,1387301740,370900.0,3,1.5,1200.0,8560.0,1.0,0,7,1200.0,0,43,47.7392,-122.194,1550.0,7800,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11489,3214200070,457500.0,3,1.0,1210.0,7636.0,1.0,0,7,1210.0,0,66,47.5377,-122.266,1530.0,5900,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11490,1937300193,499000.0,4,2.5,1970.0,2601.0,2.0,0,7,1440.0,530,19,47.5949,-122.308,1760.0,3025,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
11491,2821049082,225000.0,2,1.0,1040.0,11500.0,1.0,0,7,1040.0,0,71,47.2791,-122.3,1300.0,11954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11492,2207500200,615000.0,3,1.75,1920.0,4000.0,1.0,0,7,1070.0,850,68,47.6392,-122.318,2280.0,4000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11493,9528104286,455000.0,2,1.5,1020.0,1146.0,3.0,0,7,1020.0,0,17,47.6774,-122.325,1138.0,1156,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11494,8901001170,458000.0,3,1.0,1660.0,7500.0,1.0,0,7,1060.0,600,78,47.7105,-122.306,1450.0,7500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11495,3260200200,580000.0,3,2.25,1670.0,7416.0,1.0,0,7,1220.0,450,44,47.6028,-122.172,1710.0,7416,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11496,1853080640,966000.0,5,4.5,3810.0,8019.0,2.0,0,10,3810.0,0,10,47.5915,-122.058,3390.0,7713,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11497,986000045,240000.0,4,1.75,2020.0,10332.0,1.0,0,7,1010.0,1010,64,47.5059,-122.303,2240.0,8379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11498,4322200105,229050.0,1,1.0,420.0,3298.0,1.0,0,4,420.0,0,69,47.5375,-122.391,1460.0,4975,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11499,1453600681,328500.0,3,2.25,1390.0,1407.0,3.0,0,7,1390.0,0,14,47.7227,-122.296,1390.0,1628,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11500,3365900041,319000.0,3,1.5,2010.0,10100.0,1.0,0,7,1110.0,900,54,47.4738,-122.266,1900.0,10100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11501,9294300070,650000.0,4,2.0,1820.0,5000.0,1.5,1,7,1640.0,180,73,47.6815,-122.269,2060.0,5000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11502,5096300140,398500.0,3,2.5,1630.0,1971.0,2.0,0,8,1630.0,0,22,47.7753,-122.375,1630.0,3451,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11503,985001275,250000.0,1,1.0,800.0,16306.0,1.0,0,6,680.0,120,87,47.4916,-122.308,1270.0,8666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11504,6669200370,815000.0,3,2.0,2270.0,11989.0,1.0,0,9,2270.0,0,50,47.5434,-122.229,2880.0,12439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11505,3885806840,1070000.0,3,2.75,2290.0,5002.0,2.0,0,9,1950.0,340,23,47.6811,-122.207,2290.0,5100,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11506,2025079037,510000.0,3,2.25,2750.0,219542.0,2.0,0,7,1870.0,880,37,47.6367,-121.948,2430.0,219542,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11507,3812400202,156000.0,2,1.75,590.0,6138.0,1.0,0,5,590.0,0,71,47.545,-122.278,1360.0,7112,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11508,4136880140,254500.0,4,2.75,2570.0,7264.0,2.0,0,8,1720.0,850,20,47.258,-122.208,2420.0,7911,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11509,258500059,760000.0,3,2.5,2050.0,15020.0,1.0,2,9,1600.0,450,58,47.75899999999999,-122.371,2930.0,15050,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11510,8016250140,210000.0,3,2.5,1610.0,6732.0,2.0,0,7,1610.0,0,24,47.3658,-122.172,1680.0,7414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11511,5153100030,349950.0,3,2.5,2140.0,7715.0,2.0,0,7,2140.0,0,27,47.38399999999999,-122.322,1990.0,7628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11512,1377800135,676000.0,3,2.0,1730.0,6784.0,2.5,0,7,1730.0,0,76,47.6462,-122.403,1210.0,6784,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
11513,7549800045,475000.0,4,3.5,2440.0,3052.0,2.0,0,8,1940.0,500,12,47.555,-122.309,2390.0,4600,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11514,3179101070,880000.0,4,2.75,3220.0,4392.0,1.5,0,9,2320.0,900,87,47.6713,-122.276,2310.0,5795,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11515,629800520,1129575.0,4,3.25,4330.0,26162.0,2.0,0,10,4330.0,0,21,47.6009,-122.011,5110.0,26319,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11516,7129302800,420000.0,3,1.5,1780.0,5000.0,1.0,4,7,1030.0,750,60,47.5168,-122.256,1780.0,7500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11517,2450000320,607000.0,3,1.0,1230.0,8114.0,1.0,0,7,1230.0,0,67,47.5822,-122.196,2220.0,8114,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11518,6804600990,475000.0,4,1.75,2160.0,19283.0,2.0,0,8,2160.0,0,37,47.7603,-122.169,1990.0,9744,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11519,3389900800,395000.0,2,1.75,1400.0,2500.0,1.0,0,7,710.0,690,102,47.5628,-122.391,1250.0,5700,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11520,524059208,650000.0,4,1.75,1900.0,10454.0,1.0,0,7,1180.0,720,64,47.5933,-122.195,2060.0,11325,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11521,1523069128,625000.0,5,2.75,2910.0,85377.0,1.0,0,8,1510.0,1400,52,47.48,-122.03,2160.0,66120,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
11522,5701700640,849000.0,3,3.0,2960.0,42159.0,2.0,0,10,2960.0,0,23,47.7183,-122.1,2640.0,25209,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11523,4077800247,429950.0,3,1.5,2010.0,9480.0,1.0,0,8,1570.0,440,67,47.7102,-122.281,1920.0,8791,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11524,3629860160,825000.0,3,2.5,3760.0,5260.0,2.0,0,9,3230.0,530,16,47.5489,-122.007,3080.0,5312,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11525,2877102180,505000.0,2,1.0,1020.0,5000.0,1.0,0,7,1020.0,0,102,47.6781,-122.363,1480.0,5000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11526,7203101610,265000.0,2,1.0,1290.0,2828.0,2.0,0,7,1290.0,0,10,47.6968,-122.025,1290.0,2628,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11527,3342100685,283000.0,3,1.0,890.0,8400.0,1.0,0,6,890.0,0,64,47.5168,-122.204,1850.0,5565,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11528,3575301550,560000.0,3,2.75,1620.0,7500.0,1.0,0,7,1140.0,480,39,47.6175,-122.065,1900.0,7500,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11529,1829300260,765000.0,4,2.5,3360.0,13636.0,2.0,0,10,3360.0,0,31,47.6373,-122.042,2980.0,10615,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11530,6071000030,610000.0,5,2.75,2930.0,31411.0,1.0,0,9,1520.0,1410,43,47.5576,-122.186,3070.0,12378,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11531,4099100260,589000.0,3,2.5,2940.0,4799.0,1.0,0,9,1710.0,1230,22,47.6681,-122.184,2540.0,4616,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11532,3365900520,192500.0,3,1.0,1080.0,8580.0,1.5,0,6,1080.0,0,118,47.4716,-122.262,1800.0,12672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11533,8964800890,1129575.0,3,3.25,4560.0,13363.0,1.0,4,10,2760.0,1800,23,47.6205,-122.214,4060.0,13362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11534,7977200055,550000.0,3,1.0,1010.0,6120.0,1.0,0,7,860.0,150,78,47.6861,-122.296,1930.0,6120,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11535,7589700106,460000.0,2,1.5,1790.0,3760.0,1.5,0,8,1280.0,510,90,47.6871,-122.373,1540.0,5080,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11536,9324300030,264500.0,4,2.25,2060.0,11385.0,1.0,0,7,1200.0,860,56,47.31399999999999,-122.363,2110.0,11385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11537,5347200070,339000.0,3,1.0,1150.0,2496.0,1.0,0,6,1010.0,140,71,47.5194,-122.376,1340.0,1203,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11538,2771600550,950000.0,4,3.5,4030.0,4200.0,3.0,0,9,4030.0,0,26,47.6416,-122.386,2130.0,5000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11539,5456000135,677500.0,3,1.75,2020.0,9718.0,1.0,0,8,2020.0,0,62,47.574,-122.21,2370.0,8604,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11540,629811360,690000.0,4,2.5,2740.0,8120.0,2.0,0,9,2740.0,0,19,47.6123,-122.006,2780.0,8344,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11541,1354600160,312000.0,4,2.25,1930.0,7452.0,1.0,0,7,1430.0,500,34,47.4098,-122.189,1714.0,7200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11542,8566100160,840000.0,5,1.75,2500.0,11617.0,1.0,0,9,1560.0,940,52,47.5361,-122.217,3370.0,11617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
11543,5104520550,357500.0,3,3.5,2080.0,5100.0,2.0,0,8,2080.0,0,14,47.35,-122.005,2080.0,5100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11544,2819100140,675000.0,3,1.5,1460.0,6480.0,1.0,2,7,980.0,480,78,47.6962,-122.397,2180.0,6912,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11545,7298020140,515000.0,3,2.75,3290.0,11441.0,2.0,0,10,3290.0,0,30,47.3052,-122.34,2600.0,12070,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11546,8929000140,491234.0,4,2.5,1540.0,1860.0,2.0,0,8,1540.0,0,4,47.5521,-121.999,1210.0,1090,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11547,9407600070,290000.0,3,2.0,1310.0,6265.0,1.0,0,7,1310.0,0,30,47.3893,-122.051,1100.0,6360,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11548,2896000510,490000.0,4,2.5,2120.0,7820.0,1.0,0,8,1280.0,840,43,47.6743,-122.145,2350.0,8605,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11549,1938000140,810000.0,4,2.0,2920.0,10424.0,1.0,0,8,1520.0,1400,54,47.5876,-122.172,2360.0,10696,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11550,4331000400,252000.0,3,1.5,1150.0,13200.0,1.0,0,7,1150.0,0,62,47.4752,-122.345,1220.0,13066,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11551,4031700030,299999.0,3,2.5,2380.0,9719.0,2.0,0,8,2380.0,0,17,47.2932,-122.283,2830.0,11505,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11552,1722800860,400000.0,3,2.75,2220.0,5000.0,2.0,0,7,2220.0,0,25,47.5515,-122.324,960.0,5000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
11553,2491200955,530000.0,5,2.0,3020.0,6000.0,1.5,0,7,1860.0,1160,93,47.5207,-122.378,1380.0,6000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11554,2013802030,357000.0,3,2.0,2460.0,53882.0,1.0,4,7,2460.0,0,63,47.3811,-122.325,2660.0,32625,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11555,1923300135,365000.0,3,1.75,1820.0,5555.0,1.0,0,7,1030.0,790,79,47.6867,-122.352,1420.0,4000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
11556,2391600335,804000.0,4,2.5,2620.0,5060.0,2.0,0,9,2620.0,0,13,47.5634,-122.394,900.0,5060,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11557,2425039017,808250.0,3,2.0,1750.0,2640.0,1.0,0,8,1010.0,740,104,47.6419,-122.368,1750.0,4560,12,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11558,6752600320,360000.0,4,2.5,2020.0,7289.0,2.0,0,7,2020.0,0,24,47.401,-122.171,2090.0,7259,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11559,193300140,240000.0,3,1.75,1240.0,10956.0,1.0,0,6,1240.0,0,31,47.3705,-122.15,1240.0,8137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11560,5651010320,335000.0,2,2.0,1380.0,5840.0,1.0,0,7,1380.0,0,30,47.7732,-122.172,1810.0,5035,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11561,243000045,380000.0,3,1.75,1920.0,8775.0,1.0,0,7,1920.0,0,65,47.4544,-122.351,1560.0,8100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11562,1558100398,350000.0,3,1.75,1680.0,250470.0,1.0,0,7,1070.0,610,78,47.7624,-121.93,1680.0,360000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
11563,4204400339,194000.0,3,1.0,1400.0,7955.0,1.0,0,7,1400.0,0,54,47.4848,-122.221,1160.0,14959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11564,9567800140,310000.0,3,1.0,1240.0,7194.0,1.0,0,6,1090.0,150,82,47.7636,-122.202,2090.0,8514,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11565,4046500140,315000.0,3,1.75,1410.0,15134.0,1.0,0,7,1410.0,0,38,47.6931,-121.921,1770.0,15337,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11566,2115510160,258950.0,3,1.75,1440.0,8050.0,1.0,0,8,1440.0,0,33,47.3187,-122.39,1790.0,7488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11567,9828702518,479000.0,2,2.25,1230.0,932.0,2.0,0,8,1020.0,210,14,47.6192,-122.301,1230.0,1064,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11568,3888100117,510000.0,5,1.5,1550.0,9750.0,1.0,0,7,1550.0,0,52,47.6811,-122.169,1970.0,9750,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
